match,seed,winner,t,v2_production,v1_production,production_diff,v2_ship_count,v1_ship_count,ship_count_diff,v2_planets,v1_planets
4,3,v1,245,32,68,-36,2659,5566,-2907,8,28
4,3,v1,246,32,68,-36,2691,5634,-2943,8,28
4,3,v1,247,30,70,-40,2719,5698,-2979,7,29
4,3,v1,248,28,72,-44,2743,5762,-3019,6,30
4,3,v1,249,29,71,-42,2678,5741,-3063,7,29
4,3,v1,250,29,71,-42,2702,5807,-3105,7,29
4,3,v1,251,28,72,-44,2369,5516,-3147,9,27
4,3,v1,252,20,80,-60,2350,5541,-3191,8,28
4,3,v1,253,22,78,-56,2327,5578,-3251,7,29
4,3,v1,254,24,76,-52,2323,5630,-3307,8,28
4,3,v1,255,29,71,-42,2195,5554,-3359,9,27
4,3,v1,256,28,72,-44,2020,5421,-3401,8,28
4,3,v1,257,23,78,-55,1584,5026,-3442,7,30
4,3,v1,258,23,78,-55,1604,5101,-3497,7,30
4,3,v1,259,28,73,-45,1591,5143,-3552,8,29
4,3,v1,260,23,78,-55,1565,5162,-3597,7,30
4,3,v1,261,18,83,-65,1460,5112,-3652,5,32
4,3,v1,262,23,78,-55,1323,5040,-3717,6,31
4,3,v1,263,28,73,-45,1301,5073,-3772,7,30
4,3,v1,264,27,74,-47,1271,5088,-3817,7,30
4,3,v1,265,25,76,-51,1091,4955,-3864,7,30
4,3,v1,266,20,81,-61,1067,4982,-3915,6,31
4,3,v1,267,15,86,-71,1049,5025,-3976,5,32
4,3,v1,268,16,85,-69,1008,5055,-4047,5,32
4,3,v1,269,16,85,-69,1023,5139,-4116,5,32
4,3,v1,270,15,86,-71,1031,5216,-4185,4,33
4,3,v1,271,14,87,-73,1045,5301,-4256,3,34
4,3,v1,272,14,87,-73,1050,5379,-4329,3,34
4,3,v1,273,11,90,-79,1019,5421,-4402,3,34
4,3,v1,274,11,90,-79,1030,5511,-4481,3,34
4,3,v1,275,11,90,-79,985,5545,-4560,3,34
4,3,v1,276,18,83,-65,853,5492,-4639,6,31
4,3,v1,277,12,89,-77,657,5361,-4704,4,33
4,3,v1,278,17,84,-67,604,5385,-4781,5,32
4,3,v1,279,12,89,-77,600,5448,-4848,4,33
4,3,v1,280,16,85,-69,563,5488,-4925,4,33
4,3,v1,281,7,94,-87,546,5540,-4994,2,35
4,3,v1,282,7,93,-86,553,5382,-4829,2,34
4,3,v1,283,2,98,-96,488,5403,-4915,1,35
4,3,v1,284,5,95,-90,362,5373,-5011,1,35
4,3,v1,285,5,95,-90,363,5464,-5101,1,35
4,3,v1,286,7,93,-86,292,5483,-5191,2,34
4,3,v1,287,7,93,-86,299,5576,-5277,2,34
4,3,v1,288,12,88,-76,259,5622,-5363,3,33
4,3,v1,289,5,95,-90,209,5648,-5439,1,35
4,3,v1,290,5,95,-90,214,5743,-5529,1,35
4,3,v1,291,5,95,-90,219,5838,-5619,1,35
4,3,v1,292,5,95,-90,224,5933,-5709,1,35
4,3,v1,293,10,90,-80,27,5826,-5799,2,34
4,3,v1,294,10,90,-80,31,5910,-5879,2,34
4,3,v1,295,7,93,-86,23,5982,-5959,2,34
4,3,v1,296,2,98,-96,15,6060,-6045,1,35
4,3,v1,297,2,98,-96,17,6158,-6141,1,35
4,3,v1,298,0,100,-100,1,6238,-6237,0,36
4,3,v1,299,0,100,-100,1,6338,-6337,0,36
4,3,v1,300,0,100,-100,1,6438,-6437,0,36
4,3,v1,301,0,100,-100,0,6537,-6537,0,36
5,4,v2,0,3,3,0,10,10,0,1,1
5,4,v2,1,3,3,0,13,13,0,1,1
5,4,v2,2,3,3,0,16,16,0,1,1
5,4,v2,3,3,3,0,19,19,0,1,1
5,4,v2,4,3,3,0,22,22,0,1,1
5,4,v2,5,3,3,0,25,25,0,1,1
5,4,v2,6,3,3,0,28,28,0,1,1
5,4,v2,7,3,3,0,31,31,0,1,1
5,4,v2,8,3,3,0,34,34,0,1,1
5,4,v2,9,3,3,0,27,37,-10,1,1
5,4,v2,10,3,3,0,30,40,-10,1,1
5,4,v2,11,3,3,0,33,43,-10,1,1
5,4,v2,12,3,3,0,36,46,-10,1,1
5,4,v2,13,3,3,0,39,49,-10,1,1
5,4,v2,14,7,7,0,35,45,-10,2,2
5,4,v2,15,7,7,0,42,52,-10,2,2
5,4,v2,16,7,7,0,37,59,-22,2,2
5,4,v2,17,7,7,0,44,66,-22,2,2
5,4,v2,18,7,7,0,51,73,-22,2,2
5,4,v2,19,11,7,4,50,80,-30,3,2
5,4,v2,20,11,7,4,61,87,-26,3,2
5,4,v2,21,11,7,4,72,94,-22,3,2
5,4,v2,22,11,7,4,83,101,-18,3,2
5,4,v2,23,11,7,4,94,108,-14,3,2
5,4,v2,24,11,7,4,105,115,-10,3,2
5,4,v2,25,11,7,4,116,122,-6,3,2
5,4,v2,26,14,7,7,111,129,-18,4,2
5,4,v2,27,14,7,7,125,136,-11,4,2
5,4,v2,28,14,7,7,131,143,-12,4,2
5,4,v2,29,14,7,7,121,150,-29,4,2
5,4,v2,30,17,11,6,129,150,-21,5,3
5,4,v2,31,17,15,2,146,141,5,5,4
5,4,v2,32,17,15,2,163,156,7,5,4
5,4,v2,33,17,15,2,172,171,1,5,4
5,4,v2,34,17,15,2,189,186,3,5,4
5,4,v2,35,22,15,7,179,201,-22,7,4
5,4,v2,36,22,15,7,201,216,-15,7,4
5,4,v2,37,22,15,7,223,231,-8,7,4
5,4,v2,38,22,15,7,245,246,-1,7,4
5,4,v2,39,22,15,7,267,261,6,7,4
5,4,v2,40,22,15,7,270,276,-6,7,4
5,4,v2,41,22,15,7,285,291,-6,7,4
5,4,v2,42,22,15,7,307,306,1,7,4
5,4,v2,43,22,15,7,329,321,8,7,4
5,4,v2,44,22,15,7,337,336,1,7,4
5,4,v2,45,26,18,8,352,325,27,8,5
5,4,v2,46,26,18,8,375,326,49,8,5
5,4,v2,47,29,18,11,398,344,54,9,5
5,4,v2,48,29,23,6,426,315,111,9,7
5,4,v2,49,32,23,9,429,329,100,10,7
5,4,v2,50,32,23,9,461,352,109,10,7
5,4,v2,51,32,23,9,476,359,117,10,7
5,4,v2,52,32,23,9,489,363,126,10,7
5,4,v2,53,32,23,9,512,377,135,10,7
5,4,v2,54,32,23,9,544,400,144,10,7
5,4,v2,55,29,26,3,567,414,153,9,8
5,4,v2,56,29,27,2,553,386,167,9,9
5,4,v2,57,36,20,16,558,389,169,11,7
5,4,v2,58,36,21,15,594,388,206,11,8
5,4,v2,59,36,21,15,630,409,221,11,8
5,4,v2,60,33,24,9,657,424,233,10,9
5,4,v2,61,33,24,9,690,448,242,10,9
5,4,v2,62,33,25,8,723,453,270,10,10
5,4,v2,63,34,24,10,709,431,278,11,9
5,4,v2,64,34,24,10,743,455,288,11,9
5,4,v2,65,38,20,18,734,436,298,12,8
5,4,v2,66,39,19,20,752,436,316,13,7
5,4,v2,67,39,19,20,776,455,321,13,7
5,4,v2,68,39,19,20,775,434,341,13,7
5,4,v2,69,39,19,20,814,453,361,13,7
5,4,v2,70,39,22,17,853,464,389,13,8
5,4,v2,71,39,22,17,887,481,406,13,8
5,4,v2,72,39,22,17,926,503,423,13,8
5,4,v2,73,39,22,17,965,525,440,13,8
5,4,v2,74,42,19,23,936,479,457,14,7
5,4,v2,75,42,19,23,960,480,480,14,7
5,4,v2,76,42,19,23,963,460,503,14,7
5,4,v2,77,44,17,27,965,439,526,14,7
5,4,v2,78,44,17,27,1005,452,553,14,7
5,4,v2,79,44,17,27,1048,468,580,14,7
5,4,v2,80,44,17,27,1074,467,607,14,7
5,4,v2,81,44,18,26,1114,459,655,14,8
5,4,v2,82,44,16,28,1158,407,751,14,6
5,4,v2,83,44,16,28,1202,423,779,14,6
5,4,v2,84,44,16,28,1246,439,807,14,6
5,4,v2,85,48,12,36,1258,423,835,15,5
5,4,v2,86,48,12,36,1288,417,871,15,5
5,4,v2,87,45,15,30,1234,327,907,15,5
5,4,v2,88,45,15,30,1279,342,937,15,5
5,4,v2,89,45,15,30,1288,321,967,15,5
5,4,v2,90,45,15,30,1293,296,997,15,5
5,4,v2,91,45,15,30,1338,311,1027,15,5
5,4,v2,92,48,12,36,1302,245,1057,15,5
5,4,v2,93,48,12,36,1350,257,1093,15,5
5,4,v2,94,52,8,44,1345,216,1129,17,3
5,4,v2,95,51,9,42,1369,196,1173,16,4
5,4,v2,96,51,9,42,1420,205,1215,16,4
5,4,v2,97,51,9,42,1471,214,1257,16,4
5,4,v2,98,51,9,42,1449,150,1299,16,4
5,4,v2,99,51,9,42,1500,159,1341,16,4
5,4,v2,100,51,9,42,1551,168,1383,16,4
5,4,v2,101,51,9,42,1602,177,1425,16,4
5,4,v2,102,50,10,40,1611,144,1467,16,4
5,4,v2,103,51,9,42,1609,102,1507,17,3
5,4,v2,104,51,9,42,1660,111,1549,17,3
5,4,v2,105,51,9,42,1687,96,1591,17,3
5,4,v2,106,51,9,42,1734,101,1633,17,3
5,4,v2,107,51,9,42,1785,110,1675,17,3
5,4,v2,108,55,5,50,1801,84,1717,18,2
5,4,v2,109,59,1,58,1840,73,1767,19,1
5,4,v2,110,59,1,58,1899,74,1825,19,1
5,4,v2,111,59,1,58,1958,75,1883,19,1
5,4,v2,112,59,1,58,2017,76,1941,19,1
5,4,v2,113,59,1,58,2060,61,1999,19,1
5,4,v2,114,56,4,52,2093,36,2057,19,1
5,4,v2,115,52,8,44,2133,24,2109,18,2
5,4,v2,116,52,8,44,2185,32,2153,18,2
5,4,v2,117,52,8,44,2237,40,2197,18,2
5,4,v2,118,56,4,52,2265,24,2241,19,1
5,4,v2,119,56,4,52,2321,28,2293,19,1
5,4,v2,120,56,4,52,2377,32,2345,19,1
5,4,v2,121,60,0,60,2397,0,2397,20,0
6,5,v1,0,3,3,0,10,10,0,1,1
6,5,v1,1,3,3,0,13,13,0,1,1
6,5,v1,2,3,3,0,16,16,0,1,1
6,5,v1,3,3,3,0,19,19,0,1,1
6,5,v1,4,4,3,1,13,22,-9,2,1
6,5,v1,5,4,3,1,17,25,-8,2,1
6,5,v1,6,4,3,1,21,28,-7,2,1
6,5,v1,7,4,3,1,25,31,-6,2,1
6,5,v1,8,4,3,1,29,34,-5,2,1
6,5,v1,9,4,3,1,33,37,-4,2,1
6,5,v1,10,4,3,1,37,40,-3,2,1
6,5,v1,11,4,3,1,41,43,-2,2,1
6,5,v1,12,4,5,-1,45,37,8,2,2
6,5,v1,13,4,5,-1,49,42,7,2,2
6,5,v1,14,4,5,-1,51,47,4,2,2
6,5,v1,15,6,5,1,46,52,-6,3,2
6,5,v1,16,6,5,1,52,57,-5,3,2
6,5,v1,17,6,5,1,58,62,-4,3,2
6,5,v1,18,6,5,1,64,67,-3,3,2
6,5,v1,19,6,6,0,70,63,7,3,3
6,5,v1,20,6,6,0,74,69,5,3,3
6,5,v1,21,6,6,0,67,75,-8,3,3
6,5,v1,22,6,6,0,73,81,-8,3,3
6,5,v1,23,6,6,0,78,87,-9,3,3
6,5,v1,24,6,6,0,84,93,-9,3,3
6,5,v1,25,6,6,0,90,99,-9,3,3
6,5,v1,26,10,6,4,60,105,-45,5,3
6,5,v1,27,10,7,3,70,101,-31,5,4
6,5,v1,28,10,7,3,80,108,-28,5,4
6,5,v1,29,10,7,3,90,115,-25,5,4
6,5,v1,30,10,7,3,100,122,-22,5,4
6,5,v1,31,10,7,3,109,129,-20,5,4
6,5,v1,32,10,7,3,116,136,-20,5,4
6,5,v1,33,13,9,4,116,134,-18,6,5
6,5,v1,34,13,9,4,129,143,-14,6,5
6,5,v1,35,13,9,4,142,152,-10,6,5
6,5,v1,36,13,9,4,155,161,-6,6,5
6,5,v1,37,13,10,3,168,161,7,6,6
6,5,v1,38,13,10,3,181,171,10,6,6
6,5,v1,39,13,10,3,194,181,13,6,6
6,5,v1,40,13,10,3,207,191,16,6,6
6,5,v1,41,13,10,3,220,201,19,6,6
6,5,v1,42,13,12,1,233,192,41,6,7
6,5,v1,43,13,14,-1,246,195,51,6,8
6,5,v1,44,13,14,-1,259,209,50,6,8
6,5,v1,45,13,14,-1,272,223,49,6,8
6,5,v1,46,13,14,-1,285,237,48,6,8
6,5,v1,47,13,14,-1,298,251,47,6,8
6,5,v1,48,13,14,-1,311,265,46,6,8
6,5,v1,49,13,15,-2,324,269,55,6,9
6,5,v1,50,13,15,-2,337,284,53,6,9
6,5,v1,51,13,15,-2,350,299,51,6,9
6,5,v1,52,13,15,-2,363,314,49,6,9
6,5,v1,53,13,15,-2,376,329,47,6,9
6,5,v1,54,13,16,-3,389,336,53,6,10
6,5,v1,55,13,16,-3,402,352,50,6,10
6,5,v1,56,13,16,-3,415,368,47,6,10
6,5,v1,57,13,16,-3,428,384,44,6,10
6,5,v1,58,13,16,-3,441,400,41,6,10
6,5,v1,59,13,16,-3,454,416,38,6,10
6,5,v1,60,13,21,-8,467,388,79,6,12
6,5,v1,61,13,21,-8,468,397,71,6,12
6,5,v1,62,13,22,-9,481,405,76,6,13
6,5,v1,63,13,22,-9,494,427,67,6,13
6,5,v1,64,13,22,-9,507,449,58,6,13
6,5,v1,65,13,22,-9,520,471,49,6,13
6,5,v1,66,13,22,-9,533,493,40,6,13
6,5,v1,67,13,22,-9,546,515,31,6,13
6,5,v1,68,13,22,-9,559,537,22,6,13
6,5,v1,69,13,22,-9,572,559,13,6,13
6,5,v1,70,13,22,-9,585,581,4,6,13
6,5,v1,71,13,22,-9,598,603,-5,6,13
6,5,v1,72,13,23,-10,611,615,-4,6,14
6,5,v1,73,13,23,-10,624,638,-14,6,14
6,5,v1,74,13,23,-10,637,661,-24,6,14
6,5,v1,75,13,23,-10,650,684,-34,6,14
6,5,v1,76,13,23,-10,663,707,-44,6,14
6,5,v1,77,13,23,-10,676,730,-54,6,14
6,5,v1,78,13,23,-10,689,753,-64,6,14
6,5,v1,79,13,23,-10,702,776,-74,6,14
6,5,v1,80,13,23,-10,715,799,-84,6,14
6,5,v1,81,13,23,-10,728,822,-94,6,14
6,5,v1,82,13,23,-10,741,845,-104,6,14
6,5,v1,83,13,23,-10,754,868,-114,6,14
6,5,v1,84,13,23,-10,767,891,-124,6,14
6,5,v1,85,13,25,-12,780,895,-115,6,15
6,5,v1,86,13,25,-12,793,920,-127,6,15
6,5,v1,87,13,25,-12,806,945,-139,6,15
6,5,v1,88,13,25,-12,819,970,-151,6,15
6,5,v1,89,13,26,-13,832,985,-153,6,16
6,5,v1,90,15,24,-9,833,999,-166,7,15
6,5,v1,91,17,22,-5,828,1003,-175,8,14
6,5,v1,92,17,22,-5,845,1025,-180,8,14
6,5,v1,93,17,22,-5,862,1047,-185,8,14
6,5,v1,94,17,25,-8,879,1043,-164,8,15
6,5,v1,95,20,25,-5,871,1068,-197,9,15
6,5,v1,96,20,25,-5,891,1093,-202,9,15
6,5,v1,97,20,26,-6,911,1105,-194,9,16
6,5,v1,98,20,26,-6,931,1131,-200,9,16
6,5,v1,99,20,27,-7,951,1131,-180,9,17
6,5,v1,100,20,27,-7,971,1158,-187,9,17
6,5,v1,101,20,27,-7,991,1185,-194,9,17
6,5,v1,102,20,27,-7,1011,1212,-201,9,17
6,5,v1,103,20,27,-7,1031,1239,-208,9,17
6,5,v1,104,20,27,-7,1051,1266,-215,9,17
6,5,v1,105,20,27,-7,1071,1293,-222,9,17
6,5,v1,106,20,27,-7,1091,1320,-229,9,17
6,5,v1,107,20,27,-7,1111,1347,-236,9,17
6,5,v1,108,20,27,-7,1131,1374,-243,9,17
6,5,v1,109,20,30,-10,1151,1376,-225,9,18
6,5,v1,110,20,30,-10,1171,1406,-235,9,18
6,5,v1,111,20,30,-10,1191,1436,-245,9,18
6,5,v1,112,20,31,-11,1211,1453,-242,9,19
6,5,v1,113,20,31,-11,1231,1484,-253,9,19
6,5,v1,114,20,31,-11,1251,1515,-264,9,19
6,5,v1,115,20,31,-11,1271,1546,-275,9,19
6,5,v1,116,20,33,-13,1291,1558,-267,9,20
6,5,v1,117,20,34,-14,1311,1565,-254,9,21
6,5,v1,118,20,34,-14,1331,1599,-268,9,21
6,5,v1,119,20,34,-14,1351,1633,-282,9,21
6,5,v1,120,20,34,-14,1371,1667,-296,9,21
6,5,v1,121,20,34,-14,1391,1701,-310,9,21
6,5,v1,122,20,34,-14,1411,1735,-324,9,21
6,5,v1,123,20,34,-14,1431,1769,-338,9,21
6,5,v1,124,20,35,-15,1451,1777,-326,9,22
6,5,v1,125,20,35,-15,1471,1812,-341,9,22
6,5,v1,126,20,35,-15,1491,1847,-356,9,22
6,5,v1,127,20,35,-15,1511,1882,-371,9,22
6,5,v1,128,20,35,-15,1531,1917,-386,9,22
6,5,v1,129,20,35,-15,1551,1952,-401,9,22
6,5,v1,130,20,35,-15,1571,1987,-416,9,22
6,5,v1,131,20,35,-15,1591,2022,-431,9,22
6,5,v1,132,20,35,-15,1611,2057,-446,9,22
6,5,v1,133,20,36,-16,1631,2066,-435,9,23
6,5,v1,134,20,36,-16,1651,2102,-451,9,23
6,5,v1,135,20,36,-16,1671,2138,-467,9,23
6,5,v1,136,20,36,-16,1691,2174,-483,9,23
6,5,v1,137,20,36,-16,1711,2210,-499,9,23
6,5,v1,138,20,36,-16,1731,2246,-515,9,23
6,5,v1,139,20,39,-19,1751,2197,-446,9,24
6,5,v1,140,20,39,-19,1771,2236,-465,9,24
6,5,v1,141,17,45,-28,1652,2048,-396,8,26
6,5,v1,142,17,45,-28,1669,2093,-424,8,26
6,5,v1,143,17,45,-28,1686,2138,-452,8,26
6,5,v1,144,17,45,-28,1703,2183,-480,8,26
6,5,v1,145,17,45,-28,1720,2228,-508,8,26
6,5,v1,146,17,45,-28,1737,2273,-536,8,26
6,5,v1,147,17,48,-31,1754,2230,-476,8,27
6,5,v1,148,17,51,-34,1771,2190,-419,8,28
6,5,v1,149,17,51,-34,1788,2241,-453,8,28
6,5,v1,150,17,51,-34,1805,2292,-487,8,28
6,5,v1,151,17,51,-34,1822,2343,-521,8,28
6,5,v1,152,17,51,-34,1839,2394,-555,8,28
6,5,v1,153,17,51,-34,1856,2445,-589,8,28
6,5,v1,154,17,51,-34,1873,2496,-623,8,28
6,5,v1,155,17,51,-34,1890,2547,-657,8,28
6,5,v1,156,17,51,-34,1907,2598,-691,8,28
6,5,v1,157,17,51,-34,1924,2649,-725,8,28
6,5,v1,158,17,51,-34,1941,2700,-759,8,28
6,5,v1,159,17,51,-34,1958,2751,-793,8,28
6,5,v1,160,17,51,-34,1975,2802,-827,8,28
6,5,v1,161,17,51,-34,1992,2853,-861,8,28
6,5,v1,162,17,51,-34,2009,2904,-895,8,28
6,5,v1,163,17,51,-34,2026,2955,-929,8,28
6,5,v1,164,17,51,-34,2043,3006,-963,8,28
6,5,v1,165,17,51,-34,2060,3057,-997,8,28
6,5,v1,166,17,51,-34,2077,3108,-1031,8,28
6,5,v1,167,17,51,-34,2094,3159,-1065,8,28
6,5,v1,168,17,51,-34,2111,3210,-1099,8,28
6,5,v1,169,17,51,-34,2128,3261,-1133,8,28
6,5,v1,170,17,51,-34,2145,3312,-1167,8,28
6,5,v1,171,17,51,-34,2162,3363,-1201,8,28
6,5,v1,172,17,51,-34,2179,3414,-1235,8,28
6,5,v1,173,17,51,-34,2196,3465,-1269,8,28
6,5,v1,174,17,51,-34,2213,3516,-1303,8,28
6,5,v1,175,17,51,-34,2230,3567,-1337,8,28
6,5,v1,176,17,51,-34,2247,3618,-1371,8,28
6,5,v1,177,17,51,-34,2264,3669,-1405,8,28
6,5,v1,178,17,51,-34,2281,3720,-1439,8,28
6,5,v1,179,17,51,-34,2298,3771,-1473,8,28
6,5,v1,180,17,51,-34,2315,3822,-1507,8,28
6,5,v1,181,20,48,-28,2311,3852,-1541,9,27
6,5,v1,182,18,50,-32,2252,3821,-1569,8,28
6,5,v1,183,18,50,-32,2270,3871,-1601,8,28
6,5,v1,184,18,50,-32,2288,3921,-1633,8,28
6,5,v1,185,18,50,-32,2306,3971,-1665,8,28
6,5,v1,186,18,50,-32,2324,4021,-1697,8,28
6,5,v1,187,15,53,-38,2324,4053,-1729,7,29
6,5,v1,188,15,53,-38,2339,4106,-1767,7,29
6,5,v1,189,17,51,-34,2337,4142,-1805,8,28
6,5,v1,190,18,50,-32,2318,4157,-1839,9,27
6,5,v1,191,18,50,-32,2336,4207,-1871,9,27
6,5,v1,192,18,50,-32,2354,4257,-1903,9,27
6,5,v1,193,21,47,-26,2308,4243,-1935,10,26
6,5,v1,194,19,49,-30,2318,4279,-1961,9,27
6,5,v1,195,18,50,-32,2202,4193,-1991,8,28
6,5,v1,196,18,50,-32,2220,4243,-2023,8,28
6,5,v1,197,18,50,-32,2238,4293,-2055,8,28
6,5,v1,198,20,48,-28,2081,4168,-2087,8,28
6,5,v1,199,24,44,-20,2024,4139,-2115,10,26
6,5,v1,200,29,39,-10,1848,3983,-2135,12,24
6,5,v1,201,29,39,-10,1870,4015,-2145,12,24
6,5,v1,202,26,42,-16,1748,3903,-2155,11,25
6,5,v1,203,26,42,-16,1774,3945,-2171,11,25
6,5,v1,204,25,43,-18,1791,3978,-2187,10,26
6,5,v1,205,23,45,-22,1805,4010,-2205,9,27
6,5,v1,206,20,48,-28,1795,4022,-2227,8,28
6,5,v1,207,18,50,-32,1803,4058,-2255,7,29
6,5,v1,208,18,50,-32,1820,4107,-2287,7,29
6,5,v1,209,15,53,-38,1804,4123,-2319,6,30
6,5,v1,210,8,60,-52,1555,3912,-2357,3,33
6,5,v1,211,8,60,-52,1563,3972,-2409,3,33
6,5,v1,212,9,59,-50,1541,4002,-2461,4,32
6,5,v1,213,10,58,-48,1516,4027,-2511,5,31
6,5,v1,214,14,54,-40,1405,3964,-2559,7,29
6,5,v1,215,14,54,-40,1419,4018,-2599,7,29
6,5,v1,216,14,54,-40,1433,4072,-2639,7,29
6,5,v1,217,19,49,-30,1379,4058,-2679,9,27
6,5,v1,218,18,50,-32,1392,4101,-2709,8,28
6,5,v1,219,20,48,-28,1339,4080,-2741,9,27
6,5,v1,220,18,50,-32,1167,3936,-2769,8,28
6,5,v1,221,14,54,-40,1153,3954,-2801,6,30
6,5,v1,222,18,50,-32,1073,3914,-2841,7,29
6,5,v1,223,20,48,-28,1023,3896,-2873,8,28
6,5,v1,224,19,49,-30,1032,3933,-2901,7,29
6,5,v1,225,11,57,-46,640,3571,-2931,4,32
6,5,v1,226,11,57,-46,518,3495,-2977,4,32
6,5,v1,227,11,57,-46,529,3552,-3023,4,32
6,5,v1,228,9,59,-50,536,3605,-3069,3,33
6,5,v1,229,6,62,-56,532,3651,-3119,2,34
6,5,v1,230,8,60,-52,516,3691,-3175,3,33
6,5,v1,231,8,60,-52,521,3748,-3227,3,33
6,5,v1,232,7,61,-54,430,3709,-3279,3,33
6,5,v1,233,7,61,-54,435,3768,-3333,3,33
6,5,v1,234,5,63,-58,433,3820,-3387,2,34
6,5,v1,235,8,60,-52,284,3729,-3445,3,33
6,5,v1,236,6,62,-56,288,3785,-3497,2,34
6,5,v1,237,6,62,-56,291,3844,-3553,2,34
6,5,v1,238,6,62,-56,297,3906,-3609,2,34
6,5,v1,239,6,62,-56,298,3963,-3665,2,34
6,5,v1,240,7,61,-54,293,4014,-3721,3,33
6,5,v1,241,10,58,-48,236,4011,-3775,4,32
6,5,v1,242,13,55,-42,143,3966,-3823,5,31
6,5,v1,243,13,55,-42,156,4021,-3865,5,31
6,5,v1,244,10,58,-48,141,4048,-3907,4,32
6,5,v1,245,7,61,-54,148,4103,-3955,3,33
6,5,v1,246,9,59,-50,129,4138,-4009,4,32
6,5,v1,247,9,59,-50,138,4197,-4059,4,32
6,5,v1,248,6,62,-56,75,4184,-4109,3,33
6,5,v1,249,3,65,-62,66,4231,-4165,2,34
6,5,v1,250,3,65,-62,69,4296,-4227,2,34
6,5,v1,251,3,65,-62,72,4361,-4289,2,34
6,5,v1,252,0,68,-68,49,4400,-4351,0,36
6,5,v1,253,3,65,-62,1,4420,-4419,1,35
6,5,v1,254,3,65,-62,4,4485,-4481,1,35
6,5,v1,255,3,65,-62,7,4550,-4543,1,35
6,5,v1,256,3,65,-62,10,4615,-4605,1,35
6,5,v1,257,0,68,-68,0,4667,-4667,0,36
7,6,v1,0,1,1,0,10,10,0,1,1
7,6,v1,1,1,1,0,11,11,0,1,1
7,6,v1,2,1,1,0,12,12,0,1,1
7,6,v1,3,1,1,0,13,13,0,1,1
7,6,v1,4,1,1,0,14,14,0,1,1
7,6,v1,5,1,1,0,15,15,0,1,1
7,6,v1,6,1,1,0,16,16,0,1,1
7,6,v1,7,1,1,0,17,17,0,1,1
7,6,v1,8,1,1,0,8,18,-10,1,1
7,6,v1,9,1,1,0,9,19,-10,1,1
7,6,v1,10,1,1,0,10,20,-10,1,1
7,6,v1,11,1,1,0,11,21,-10,1,1
7,6,v1,12,1,1,0,12,22,-10,1,1
7,6,v1,13,1,1,0,13,23,-10,1,1
7,6,v1,14,1,1,0,14,24,-10,1,1
7,6,v1,15,1,1,0,15,25,-10,1,1
7,6,v1,16,1,1,0,16,26,-10,1,1
7,6,v1,17,1,1,0,17,27,-10,1,1
7,6,v1,18,1,1,0,18,28,-10,1,1
7,6,v1,19,1,1,0,19,29,-10,1,1
7,6,v1,20,1,1,0,20,30,-10,1,1
7,6,v1,21,1,4,-3,21,20,1,1,2
7,6,v1,22,1,4,-3,22,24,-2,1,2
7,6,v1,23,1,4,-3,23,28,-5,1,2
7,6,v1,24,1,4,-3,24,32,-8,1,2
7,6,v1,25,1,4,-3,25,36,-11,1,2
7,6,v1,26,1,4,-3,26,40,-14,1,2
7,6,v1,27,1,4,-3,27,44,-17,1,2
7,6,v1,28,1,4,-3,24,48,-24,1,2
7,6,v1,29,4,4,0,13,52,-39,2,2
7,6,v1,30,4,4,0,17,56,-39,2,2
7,6,v1,31,4,4,0,21,60,-39,2,2
7,6,v1,32,4,7,-3,25,53,-28,2,3
7,6,v1,33,4,7,-3,29,60,-31,2,3
7,6,v1,34,4,7,-3,33,67,-34,2,3
7,6,v1,35,4,7,-3,37,74,-37,2,3
7,6,v1,36,4,7,-3,41,81,-40,2,3
7,6,v1,37,4,7,-3,33,88,-55,2,3
7,6,v1,38,4,7,-3,37,95,-58,2,3
7,6,v1,39,4,7,-3,41,102,-61,2,3
7,6,v1,40,4,7,-3,45,109,-64,2,3
7,6,v1,41,4,7,-3,37,116,-79,2,3
7,6,v1,42,4,7,-3,41,123,-82,2,3
7,6,v1,43,4,7,-3,45,130,-85,2,3
7,6,v1,44,4,7,-3,46,134,-88,2,3
7,6,v1,45,9,7,2,34,140,-106,3,3
7,6,v1,46,9,7,2,42,147,-105,3,3
7,6,v1,47,9,15,-6,51,120,-69,3,5
7,6,v1,48,9,20,-11,60,112,-52,3,6
7,6,v1,49,9,20,-11,65,132,-67,3,6
7,6,v1,50,9,20,-11,74,152,-78,3,6
7,6,v1,51,9,20,-11,83,172,-89,3,6
7,6,v1,52,9,20,-11,92,192,-100,3,6
7,6,v1,53,9,20,-11,96,212,-116,3,6
7,6,v1,54,9,20,-11,105,232,-127,3,6
7,6,v1,55,13,20,-7,91,252,-161,4,6
7,6,v1,56,13,20,-7,104,272,-168,4,6
7,6,v1,57,13,20,-7,117,292,-175,4,6
7,6,v1,58,13,20,-7,127,309,-182,4,6
7,6,v1,59,13,20,-7,140,329,-189,4,6
7,6,v1,60,18,24,-6,131,308,-177,5,7
7,6,v1,61,13,34,-21,141,301,-160,4,9
7,6,v1,62,13,34,-21,154,335,-181,4,9
7,6,v1,63,13,38,-25,150,329,-179,4,10
7,6,v1,64,13,38,-25,163,367,-204,4,10
7,6,v1,65,13,38,-25,176,405,-229,4,10
7,6,v1,66,13,42,-29,171,402,-231,4,11
7,6,v1,67,13,42,-29,184,444,-260,4,11
7,6,v1,68,18,42,-24,152,486,-334,5,11
